label,top,N,K,GF_WIDTH,CLK_NS,area,wns,total_dyn_mw
N600_K512_GF8_TT2T088_CLK1.550ns_TT_rs_syndrome,rs_syndrome,600,512,8,1.550000,1179.186653,544.554871,1.690148
N602_K512_GF8_TT2T090_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,602,512,8,1.550000,13920.692072,0.064209,8.462613
N536_K512_GF8_TT2T024_CLK1.550ns_TT_rs_syndrome,rs_syndrome,536,512,8,1.550000,324.419578,963.754883,0.45573
N540_K512_GF8_TT2T028_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,540,512,8,1.550000,9999.707327,0.025146,5.148112
N546_K512_GF8_TT2T034_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,546,512,8,1.550000,732.440875,571.299744,1.36925
N548_K512_GF8_TT2T036_CLK1.550ns_TT_rs_syndrome,rs_syndrome,548,512,8,1.550000,479.667417,844.961487,0.668297
N550_K512_GF8_TT2T038_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,550,512,8,1.550000,10629.825755,0.046265,5.632841
N556_K512_GF8_TT2T044_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,556,512,8,1.550000,941.430594,574.907349,1.748558
N558_K512_GF8_TT2T046_CLK1.550ns_TT_rs_syndrome,rs_syndrome,558,512,8,1.550000,612.593277,904.151367,0.861134
N560_K512_GF8_TT2T048_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,560,512,8,1.550000,11254.360042,0.565063,6.205332
N564_K512_GF8_TT2T052_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,564,512,8,1.550000,1100.687933,535.409851,2.038436
N566_K512_GF8_TT2T054_CLK1.550ns_TT_rs_syndrome,rs_syndrome,566,512,8,1.550000,715.907156,746.931702,1.003364
N568_K512_GF8_TT2T056_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,568,512,8,1.550000,11753.112673,1.592651,6.624129
N572_K512_GF8_TT2T060_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,572,512,8,1.550000,1270.486612,477.481445,2.359975
N574_K512_GF8_TT2T062_CLK1.550ns_TT_rs_syndrome,rs_syndrome,574,512,8,1.550000,823.857475,756.673218,1.163971
N576_K512_GF8_TT2T064_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,576,512,8,1.550000,12272.393943,0.353027,7.04452
N580_K512_GF8_TT2T068_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,580,512,8,1.550000,1441.466271,508.479919,2.677334
N582_K512_GF8_TT2T070_CLK1.550ns_TT_rs_syndrome,rs_syndrome,582,512,8,1.550000,932.332675,678.537537,1.322606
N584_K512_GF8_TT2T072_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,584,512,8,1.550000,12777.051474,0.081421,7.461348
N588_K512_GF8_TT2T076_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,588,512,8,1.550000,1617.69473,396.692383,3.012153
N590_K512_GF8_TT2T078_CLK1.550ns_TT_rs_syndrome,rs_syndrome,590,512,8,1.550000,1041.740994,493.056763,1.483649
N592_K512_GF8_TT2T080_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,592,512,8,1.550000,13284.625004,0.021729,7.920035
N596_K512_GF8_TT2T084_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,596,512,8,1.550000,1790.817649,459.574585,3.348423
N598_K512_GF8_TT2T086_CLK1.550ns_TT_rs_syndrome,rs_syndrome,598,512,8,1.550000,1151.776254,709.001709,1.648257
N600_K512_GF8_TT2T088_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,600,512,8,1.550000,13801.967134,0.319336,8.36483
N536_K512_GF8_TT2T024_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,536,512,8,1.550000,9746.758911,1.726196,4.914733
N542_K512_GF8_TT2T030_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,542,512,8,1.550000,644.625536,612.802856,1.20146
N546_K512_GF8_TT2T034_CLK1.550ns_TT_rs_syndrome,rs_syndrome,546,512,8,1.550000,453.131818,571.865601,0.633127
N548_K512_GF8_TT2T036_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,548,512,8,1.550000,10506.085297,0.689941,5.570506
N552_K512_GF8_TT2T040_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,552,512,8,1.550000,857.843455,523.670715,1.593451
N556_K512_GF8_TT2T044_CLK1.550ns_TT_rs_syndrome,rs_syndrome,556,512,8,1.550000,586.961637,850.123962,0.824584
N558_K512_GF8_TT2T046_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,558,512,8,1.550000,11129.292805,0.131592,6.083206
N562_K512_GF8_TT2T050_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,562,512,8,1.550000,1065.331433,520.797607,1.96869
N564_K512_GF8_TT2T052_CLK1.550ns_TT_rs_syndrome,rs_syndrome,564,512,8,1.550000,689.517356,604.220642,0.966619
N566_K512_GF8_TT2T054_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,566,512,8,1.550000,11627.972535,0.241699,6.506004
N570_K512_GF8_TT2T058_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,570,512,8,1.550000,1230.406192,520.950195,2.287006
N572_K512_GF8_TT2T060_CLK1.550ns_TT_rs_syndrome,rs_syndrome,572,512,8,1.550000,797.657216,751.740051,1.123572
N574_K512_GF8_TT2T062_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,574,512,8,1.550000,12136.216746,0.071777,6.946992
N578_K512_GF8_TT2T066_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,578,512,8,1.550000,1406.532591,444.113525,2.632493
N580_K512_GF8_TT2T068_CLK1.550ns_TT_rs_syndrome,rs_syndrome,580,512,8,1.550000,905.155555,569.66217,1.282117
N582_K512_GF8_TT2T070_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,582,512,8,1.550000,12645.787736,0.756958,7.352556
N586_K512_GF8_TT2T074_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,586,512,8,1.550000,1578.78071,405.015137,2.947803
N588_K512_GF8_TT2T076_CLK1.550ns_TT_rs_syndrome,rs_syndrome,588,512,8,1.550000,1013.674494,625.21637,1.441457
N590_K512_GF8_TT2T078_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,590,512,8,1.550000,13154.323547,0.515381,7.810243
N594_K512_GF8_TT2T082_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,594,512,8,1.550000,1753.011709,333.782104,3.280872
N596_K512_GF8_TT2T084_CLK1.550ns_TT_rs_syndrome,rs_syndrome,596,512,8,1.550000,1124.774094,663.683167,1.608611
N598_K512_GF8_TT2T086_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,598,512,8,1.550000,13669.434937,0.626709,8.208683
N602_K512_GF8_TT2T090_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,602,512,8,1.550000,1919.486148,268.733521,3.578615
N540_K512_GF8_TT2T028_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,540,512,8,1.550000,603.641156,695.339783,1.117913
N542_K512_GF8_TT2T030_CLK1.550ns_TT_rs_syndrome,rs_syndrome,542,512,8,1.550000,401.562358,918.612793,0.561464
N546_K512_GF8_TT2T034_CLK1.550ns_TT_rs_decoder_plus_syndrome,rs_decoder_plus_syndrome,546,512,8,1.550000,10377.737559,0.097046,5.463562
N550_K512_GF8_TT2T038_CLK1.550ns_TT_rs_encoder_wrapper,rs_encoder_wrapper,550,512,8,1.550000,814.701235,592.340393,1.514572
N552_K512_GF8_TT2T040_CLK1.550ns_TT_rs_syndrome,rs_syndrome,552,512,8,1.550000,532.665717,916.206299,0.743884
