target_post_BER,input_preFEC_BER,n,k,m,t,rate,post_ber_est,note
1e-15,3.1622776601683795e-05,1023,1003,10,10,0.9804496578690127,3.869544948479887e-16,
1e-15,1e-05,1023,1007,10,8,0.9843597262952102,1.311688819176238e-17,
1e-15,3.162277660168379e-06,1023,1011,10,6,0.9882697947214076,2.3985976943062413e-17,
1e-15,1e-06,1023,1013,10,5,0.9902248289345064,4.5613731835153004e-18,
1e-15,3.162277660168379e-07,1023,1015,10,4,0.9921798631476051,7.126696462924225e-18,
1e-15,1e-07,1023,1017,10,3,0.9941348973607038,8.862635332400079e-17,
1e-15,3.162277660168379e-08,1023,1017,10,3,0.9941348973607038,8.867278715840533e-19,
1e-15,1e-08,1023,1019,10,2,0.9960899315738025,2.6084773013599686e-16,
1e-15,3.1622776601683795e-09,1023,1019,10,2,0.9960899315738025,8.249113709601602e-18,
1e-15,1e-09,1023,1019,10,2,0.9960899315738025,2.6086370398829494e-19,
1e-15,3.1622776601683795e-10,1023,1019,10,2,0.9960899315738025,8.249269360428523e-21,
1e-15,1e-10,1023,1021,10,1,0.9980449657869013,5.109998236951214e-16,
1e-15,3.1622776601683794e-11,1023,1021,10,1,0.9980449657869013,5.1100117390841654e-17,
1e-15,1e-11,1023,1021,10,1,0.9980449657869013,5.110000584740396e-18,
1e-15,3.1622776601683794e-12,1023,1021,10,1,0.9980449657869013,5.109904839806032e-19,
1e-15,1e-12,1023,1021,10,1,0.9980449657869013,5.1097738924355747e-20,
1e-15,3.162277660168379e-13,1023,1021,10,1,0.9980449657869013,5.108828559209876e-21,
1e-15,1e-13,1023,1021,10,1,0.9980449657869013,5.113178351272201e-22,
1e-15,3.1622776601683796e-14,1023,1021,10,1,0.9980449657869013,5.116006407076205e-23,
1e-15,1e-14,1023,1021,10,1,0.9980449657869013,5.101834644739564e-24,
1e-15,3.1622776601683794e-15,1023,1021,10,1,0.9980449657869013,4.938072051378225e-25,
1e-15,1e-15,1023,1021,10,1,0.9980449657869013,5.101834644973768e-26,
1e-30,0.0001,1023,971,10,26,0.9491691104594331,6.001472714851429e-31,
1e-30,3.1622776601683795e-05,1023,985,10,19,0.9628543499511242,3.875131173283855e-31,
1e-30,1e-05,1023,993,10,15,0.9706744868035191,4.3460701803543244e-32,
1e-30,3.162277660168379e-06,1023,999,10,12,0.9765395894428153,3.899495492346898e-32,
1e-30,1e-06,1023,1003,10,10,0.9804496578690127,1.6237418820457093e-32,
1e-30,3.162277660168379e-07,1023,1007,10,8,0.9843597262952102,4.527782537921471e-31,
1e-30,1e-07,1023,1009,10,7,0.9863147605083089,1.1307474841909826e-31,
1e-30,3.162277660168379e-08,1023,1011,10,6,0.9882697947214076,2.465115101710608e-31,
1e-30,1e-08,1023,1011,10,6,0.9882697947214076,7.79685196506238e-35,
1e-30,3.1622776601683795e-09,1023,1013,10,5,0.9902248289345064,4.600190911337529e-33,
1e-30,1e-09,1023,1013,10,5,0.9902248289345064,4.600274803402009e-36,
1e-30,3.1622776601683795e-10,1023,1015,10,4,0.9921798631476051,7.145099119327003e-33,
1e-30,1e-10,1023,1015,10,4,0.9921798631476051,2.259485622881128e-35,
1e-30,3.1622776601683794e-11,1023,1017,10,3,0.9941348973607038,8.869468471234293e-31,
1e-30,1e-11,1023,1017,10,3,0.9941348973607038,8.86942925759516e-33,
1e-30,3.1622776601683794e-12,1023,1017,10,3,0.9941348973607038,8.869096735992013e-35,
1e-30,1e-12,1023,1017,10,3,0.9941348973607038,8.868642130340555e-37,
1e-30,3.162277660168379e-13,1023,1017,10,3,0.9941348973607038,8.865360933759303e-39,
1e-30,1e-13,1023,1019,10,2,0.9960899315738025,2.6110892011237258e-31,
1e-30,3.1622776601683796e-14,1023,1019,10,2,0.9960899315738025,8.263840302523372e-33,
1e-30,1e-14,1023,1019,10,2,0.9960899315738025,2.6024048776903725e-34,
1e-30,3.1622776601683794e-15,1023,1019,10,2,0.9960899315738025,7.83648722602649e-36,
1e-30,1e-15,1023,1019,10,2,0.9960899315738025,2.6024048778495246e-37,
