tech,BER Target,input_preFEC_BER,n,t,rate,energy,p_correctable,m_bits
NanGate45,1e-15,0.00153515625,86,15,0.6511627906976745,1.0492840757819941,0.6525029270175142,8
NanGate45,1e-15,0.0012558593749999,86,14,0.6744186046511628,0.9809394078960175,0.5787691488443862,8
NanGate45,1e-15,0.001005859375,86,13,0.6976744186046512,0.9075714882068503,0.4996160256715553,8
NanGate45,1e-15,0.00078515625,86,12,0.7209302325581395,0.8314429576491376,0.417484612081932,8
NanGate45,1e-15,0.00059375,86,11,0.7441860465116279,0.7553894698323483,0.33543415849963487,8
NanGate45,1e-15,0.0004306640625,86,10,0.7674418604651163,0.6822067183465027,0.2564808044039061,8
NanGate45,1e-15,0.000296875,86,9,0.7906976744186046,0.6157336367465569,0.18476619074374764,8
NanGate45,1e-15,0.00019140625,86,8,0.813953488372093,0.5588490605231201,0.12339615479992108,8
NanGate45,1e-15,0.0001125488281249,86,7,0.8372093023255814,0.5135410808050803,0.07451555256221519,8
NanGate45,1e-15,5.810546875e-05,86,6,0.8604651162790697,0.4807966485899645,0.03918915803817693,8
NanGate45,1e-15,2.484130859375e-05,86,5,0.8837209302325582,0.4601790386945576,0.016945809412585795,8
NanGate45,1e-15,7.87353515625e-06,86,4,0.9069767441860463,0.449479293036491,0.005402367952353696,8
NanGate45,1e-15,1.4896392822265626e-06,86,3,0.9302325581395348,0.4454212567431553,0.0010243475869535638,8
NanGate45,1e-15,1.0299682617187501e-07,86,2,0.9534883720930232,0.44453745773977654,7.085930936790837e-05,8
NanGate45,1e-15,6.062909960746763e-10,86,1,0.9767441860465116,0.4444721640900171,4.1712804799229194e-07,8
NanGate45,1e-15,1e-15,86,0,1.0,0.0,0.0,8
NanGate45,1e-12,0.006609375,86,23,0.4651162790697674,1.3617083211506786,0.9895624331424717,8
NanGate45,1e-12,0.0059921875,86,22,0.4883720930232558,1.3565503596403614,0.9839977563126455,8
NanGate45,1e-12,0.0053984375,86,21,0.5116279069767442,1.349014124817535,0.9758672746836475,8
NanGate45,1e-12,0.0048359375,86,20,0.5348837209302325,1.3383779256993877,0.9643923905318789,8
NanGate45,1e-12,0.004296875,86,19,0.5581395348837209,1.3234771397053082,0.9483166485160462,8
NanGate45,1e-12,0.0037890625,86,18,0.5813953488372093,1.3033473921069478,0.9265996310806145,8
NanGate45,1e-12,0.0033125,86,17,0.6046511627906976,1.2768381183349327,0.8980000493971172,8
NanGate45,1e-12,0.00286328125,86,16,0.627906976744186,1.2424755729935222,0.8609279503725861,8
NanGate45,1e-12,0.00244140625,86,15,0.6511627906976745,1.1989314273695464,0.8139502639855051,8
NanGate45,1e-12,0.0020546875,86,14,0.6744186046511628,1.1462303860069438,0.7570936427812589,8
NanGate45,1e-12,0.0016953125,86,13,0.6976744186046512,1.0829413124347647,0.6888141023884472,8
NanGate45,1e-12,0.00137109375,86,12,0.7209302325581395,1.010736597711938,0.6109159051609895,8
NanGate45,1e-12,0.001080078125,86,11,0.7441860465116279,0.9306838554408874,0.5245508481149611,8
NanGate45,1e-12,0.00082421875,86,10,0.7674418604651163,0.8457719679602068,0.4329434927875858,8
NanGate45,1e-12,0.000603515625,86,9,0.7906976744186046,0.7595167665389126,0.3398869005968562,8
NanGate45,1e-12,0.00041845703125,86,8,0.813953488372093,0.6763918618195139,0.25020743510485743,8
NanGate45,1e-12,0.00026953125,86,7,0.8372093023255814,0.6013793207085589,0.16928000890526831,8
NanGate45,1e-12,0.0001572265624999,86,6,0.8604651162790697,0.5395119752724549,0.10253430268343762,8
NanGate45,1e-12,7.897949218749999e-05,86,5,0.8837209302325582,0.49349611323540826,0.05289000022599544,8
NanGate45,1e-12,3.13720703125e-05,86,4,0.9069767441860463,0.4642641580323702,0.02135304837331287,8
NanGate45,1e-12,8.392333984375e-06,86,3,0.9302325581395348,0.44980829536304323,0.005757312753679221,8
NanGate45,1e-12,1.02996826171875e-06,86,2,0.9534883720930232,0.44512837121216375,0.0007083674609212119,8
NanGate45,1e-12,1.9162893295288083e-08,86,1,0.9767441860465116,0.4444839977525008,1.3183897885886736e-05,8
NanGate45,1e-12,1e-12,86,0,1.0,0.0,0.0,8
